nconst,primaryName,birthYear
nm10951040,Faliang Zhang,
nm10951045,Mingzhang Cheng,
nm10951050,Zhengshen Li,
nm10951058,Kandi Thompson,
nm10951087,Xing Jin,
nm10951132,Wei Zheng,
nm10951138,Nan Chen,
nm10951141,Chenni Wu,
nm10951426,Park In-Soo,
nm1095164,Tobi Baumann,1974
nm1095180,Victoria Beattie,
nm10951810,Yuko Natsuyoshi,
nm1095186,Nezihe Becerikli,1920
nm10951969,Sasha Kletsov,
nm10951977,Aji Saras,
nm1095205,Claudio Beiza,
nm10952181,Matthias Weber,
nm10952411,Lívia Silva,
nm10952489,Alexander Ferrario,
nm10952490,Jonathan Eap,
nm10952623,Leonid Basov,
nm10952946,Gaurav Dev,
nm10953066,Bergsveinn Birgisson,
nm1095324,Leo Bill,1980
nm1095341,Jonas Bjerre,1976
nm1095345,John Blackborow,
nm10953749,Abhinav Jha,
nm10953750,Satyendra Jha,
nm10953861,Kohei Ito,
nm10953885,Mayuko Niwa,
nm1095410,Maya Bond,1931
nm10954569,Kiran Abbavaram,1992
nm10954573,Snehamadhuri Sharma,
nm1095487,John Brawley,1973
nm1095499,Leonardo Brzezicki,1978
nm10955036,Tian Han,1984
nm1095504,Brinda Master,
nm1095510,Iafa Britz,
nm10955236,Daniel C Kennedy,
nm1095544,Dusan Bucan,1976
nm1095547,Wilhelm Buchheim,
nm10955533,Sara Aliu,
nm10955564,Ji-young Yoo,
nm10956206,Afzal Ali Kerala,
nm10956249,Na Ni,
nm1095625,Ivan Calbérac,1970
nm10956370,Igor Paszczyk,
nm1095639,Conceição Camaroti,
nm10956648,Kexin Peng,
nm1095672,Hervé Caradec,
nm10956747,Jung-mi Choi,
nm10956912,Appanna,
nm10957183,Andriy Rymaruk,
nm1095720,Keisha Castle-Hughes,1990
nm1095746,Lula Cerri,
nm1095768,Nagathihalli Chandrashekar,
nm1095777,John Chater,
nm10957779,Ramashrit Joshi,
nm1095779,Biresh Chatterjee,
nm1095783,Aurélien Chaussade,
nm10957855,Germain Izydorczyk,
nm10957866,Carine Chaiban,
nm10957946,Nelson Villamayor,
nm1095804,Peter Chiarelli,
nm1095808,Yutaka Chikura,
nm1095810,Prapas Chindang,
nm1095813,Jin-a Cho,
nm1095815,Choi Bool-am,1940
nm1095816,Chan-min Choi,
nm1095820,Jin-woong Choi,
nm10958209,Moryfère Camara,
nm1095832,Chin Chun,
nm10958412,Atena Eshtiaghi,
nm10958482,Lucín Poveda,
nm1095865,Gurvan Cloatre,
nm10959481,Roberto Capucci,
nm1095970,Mary Crean O'Brien,
nm10959776,Sharon Kovacs,
nm10959838,Laura Mia Ravelo Hernandez,
nm10959855,Shiva Ordooie,
nm1095993,Renzo Cruz,
nm10960188,Elman Ragimov,
nm10960356,Oleg Veselov,
nm10960453,Aleksey Razumov,
nm10960493,Tran Duc Quang,
nm1096065,Alexander Dannenberg,
nm10960725,Rachida Nait Belaid,
nm10960726,Rahil Fijjaj,
nm10960727,Amina Kribech,
nm1096084,Val Dauz,
nm10960992,Michael Shaun Patterson,
nm10960993,Christopher Clark,1975
nm10960994,Melanie Case,
nm10960995,Julie Robertson,
nm10960996,Devon Humphries,
nm1096108,Riccardo De Filippis,1975
nm1096111,Servílio de Holanda,
nm1096113,Jaques De Klerk,
nm1096155,Csaba Debreczeny,1971
nm10961659,Le Be La,
nm1096212,François Desagnat,1973
nm1096226,Davide Devenuto,1972
nm10962358,François Gozlan,
nm10963260,Ruggero Barlaba,
nm10963293,Rishi Raj Bhatt,
nm1096331,Hubert Drac,
nm1096341,Gerti Drassl,1978
nm1096357,Jorge Du Peixe,1967
nm10963782,Arindra Rai Chaudhuri,
nm10963899,Andy Fosberry,
nm1096395,Julie Dupré,
nm1096408,Yann Dury,
nm1096422,Adrián Dárgelos,
nm10964319,K.M. Somasundarappa,
nm10964538,Shaina West,
nm1096471,Ginevra Elkann,1979
nm10964861,José Manuel Gatica,
nm10965060,Katerina Maistrou,
nm10965349,Aleksandr Bulatov,2007
nm10965550,Sumit Sagar,
nm10965637,Eun-Jeong Yu,
nm10965638,Han Hae-in,
nm10965639,Gam So-hyun,2009
nm10965899,Vincy Aloshious,1995
nm10965977,Zheng Fang,
nm1096602,Emiliano Fernández,1988
nm1096668,Adrián Fondari,
nm1096706,André Franquin,1924
nm10967120,Azusa Misaki,1998
nm10967268,Fabio Bizzarro,2006
nm1096747,Shin'ichi Fushima,
nm1096755,Mata Gabin,1972
nm10968205,Park Sung-hye,
nm10968217,Manish Makhija,
nm1096839,Yûko Genkaku,1977
nm1096843,Giorgos Geogleris,
nm1096845,Alexis Georgoulis,1974
nm10968579,Manxuan Li,
nm10968722,Álex Béjar,1999
nm10969166,Ambre Jabrane,
nm10969707,Adrian Jurics,
nm10969708,Gergely Kiss,
nm10969709,Tamas Gog,
nm10969710,Robert Szabolcs,
nm1096977,Miraj Grbic,1976
nm10969985,Christian Miscel,
nm1097024,Kristin Grundström,1972
nm1097025,Anita Co,
nm1097034,Max Guefen,
nm10970435,Oh Ah-rin,2011
nm10970452,Camila Villas Boas,
nm10970785,Danny Ray,1992
nm1097088,Ha Gil-jong,1941
nm10970981,Amanda Minujin,
nm10971222,Bashir Lone,
nm1097137,Hikaru Hanada,
nm10971479,Au-Tak,
nm10971515,Yael Eckstein,
nm10971569,Aleksandra Stroganova,
nm1097178,Anuradha Hasan,
nm10971972,Maria Grazia Goya,
nm10972079,Tiankai Cao,1989
nm1097214,Fares Helou,1961
nm10972210,Tatevik Zalinyan,1992
nm10972422,Zhang He,
nm10972425,Wu Dong Chen,
nm10972430,Lan Jing,
nm10972525,Han Myung-hwan,1995
nm1097272,Aya Hirayama,1984
nm10972726,Inazio Abrao,
nm10972727,Elena Mar Fernández,
nm10972729,Alvaro de Bazal,
nm1097276,Lee Hirsch,
nm10973023,Alisa Radakovic,
nm1097323,Jae-sik Hong,
nm1097326,Joo-hee Hong,
nm10973312,Federica Calemme,1996
nm10973506,Isac Calmroth,
nm1097354,Juliet Howland,
nm10973567,Trinh Tu Trung,
nm1097364,Rob Huebel,1969
nm10973885,Abraham Juárez,
nm1097397,Joachim Höppner,1946
nm10974055,Omar Ali,
nm10974221,Nicolas Garcia Lieberman,
nm1097423,Hikaru Ijûin,
nm1097430,Eriko Imai,
nm1097432,Kiyoshirô Imawano,1951
nm10974387,Frangene Andrews,
nm1097451,Yûji Ishida,
nm10974534,Karelina Clarke,
nm10974550,Antonio Pastich,
nm10974715,Marta Bertini,
nm10974890,Dimitri Doré,
nm1097510,Anthony Jaswinski,
nm1097522,Awatef Jendoubi,
nm10975257,Yoann Thibaut Mathias,
nm1097536,Ji Jin-hee,1973
nm10975522,Lu Tian,1982
nm10975650,Yôji Nishikawa,
nm1097571,Brand Jordaan,
nm10975758,Anders Hellström,
nm10975759,Jessica Louthander,
nm10976032,Camila Acosta,
nm10976033,Daniela Porras,
nm1097615,Duma Ka Ndlovu,
nm10976246,Juan Vera,
nm1097660,Lydia Kandou,1963
nm10976617,Jon Samaniego,
nm1097680,Konstantinos Kappas,1970
nm1097681,Miklós Kapácsy,1965
nm1097682,Mehmet Karaca,1900
nm1097690,Roope Karisto,
nm10977100,Maksim Urmanov,
nm10977117,Annick Lavieville,
nm10977118,Justine Herbez,
nm10977119,Benoît Robail,
nm10977120,Alain Desjacques,
nm10977121,Serge Holvoet,
nm10977122,Julien Manier,
nm10977123,Benjamin Demassieux,
nm10977124,Laurent Darras,
nm10977171,Valèria Sorolla,1997
nm1097728,Chisato Kawamura,1967
nm10977336,Benerjee,
nm10977338,Achut Ramarao,
nm10977339,Siddharth SJ,
nm10977340,Rizwan,
nm10977343,Sainath Ganuwad,
nm1097739,Kiyohiko Shibukawa,1974
nm1097758,Faruk Kenç,1910
nm1097775,Khan Zaman Khan,
nm1097784,Sibongile Khumalo,1957
nm1097798,Chang-sun Kim,
nm1097815,Seong-hwa Kim,
nm10978205,Loonibha Tuladhar,
nm1097833,Shinji Kinoshita,
nm10978405,Mohammad Sadegh Ranjkeshan,
nm10978790,José María Zavala,
nm1097892,Keetgi Kogan,
nm1097931,Peggy Koretzky,
nm1097940,Kazuya Kosaka,1935
nm1097946,Yasuo Kosugi,
nm10979702,Imtiyaz Shaikh,
nm10979777,Faris Fadjar Munggaran,
nm1097989,Ramesh Krishna,
nm1097997,Jannike Kruse,1975
nm1098015,Eiko Kûjô,
nm1098022,Jesper Kurlandsky,1977
nm1098024,Axel Kuschevatzky,1972
nm1098026,Gülgün Kutlu,
nm1098030,Ming Beaver Kwei,1966
nm1098051,Michael John LaChiusa,1962
nm1098059,Dafni Lambrogianni,1967
nm1098137,Romaric Laurence,
nm10981422,Yô Watanabe,
nm1098167,Ivan Leathers,
nm1098171,Michel Leclerc,1965
nm10981798,Mattie Maderos,
nm1098183,Lee Jong-pil,
nm10981904,Aleksei Kostrichkin,
nm1098195,Lee Young-mi,
nm1098207,Jussi Lehto,
nm10982140,Weeravat Chayochaikon,
nm10982378,Tord Kinge,
nm10982398,Qassine Rawane,
nm10982513,Giorgio Montanini,1977
nm10982768,Claudio Rodrigez,
nm10982838,H.V. Subba Rao,
nm1098286,M.I. Littin-Menz,
nm10982929,Daniyar Akchabaev,
nm10982930,Riskul Konakbaev,
nm10982931,Alban Tleuberdy,
nm10982932,Aristan Sharipov,
nm10982933,Daniyar Beysekeev,
nm10982934,Nazerke Amirova,
nm10982935,Sabina Eralina,
nm10982936,Parhat Zhalilov,
nm10982939,Casper Knopf,
nm1098302,Anne Christine Loewer,
nm10983083,Ajit Yumnam,
nm10983217,Rupsha Mukhopadhyay,
nm10983224,Razvan Gogan,
nm1098323,Mariana Loureiro,1976
nm10983253,Viggie,
nm10983687,Vali Dobrogeanu,
nm1098369,Ross MacGibbon,1955
nm10983701,Lucian Stefan,
nm10983769,Farren Bordon,
nm10983950,Keyvan Mohammadi,
nm10983959,Zhetao Chang,
nm10983960,Ming Luo,
nm1098403,Vusi Mahlasela,
nm1098415,Alla Malkova,1953
nm1098416,Gauri Malla,
nm1098428,Cheuk Man Au,
nm1098430,Chandrakant Mandhre,
nm1098462,Heeraz Marfatia,
nm1098479,Justin Marks,1980
nm10984853,Shivdas Mhasge and Mhasge Family,
nm1098492,Andreas Marschall,
nm1098505,Miho Maruo,
nm1098520,Shoichi Mashiko,
nm10985419,João Vitor Lage,
nm10985434,Ila Giroto,
nm10985504,Benson Ochungo Obiero,
nm10985537,Freckles Cherrington,
nm10985673,Alexei Zaikov,
nm10985732,Abdullah Emre Öztürk,
nm10985850,Rui Han,
nm10986112,Tatjana Borissowna Jumaschewa,
nm1098645,Kostas Mendis,1913
nm1098675,Cem Meto,
nm10986803,Sanjana Dipu,
nm10986983,Yi Ding,1988
nm10987176,Manas-Shikhar,
nm1098726,Milorad Milinkovic,1965
nm1098730,Jeanne Millet,
nm1098756,Six Hits and a Miss,
nm1098764,Mitsutoshi Tanaka,1958
nm1098791,Predrag Momcilovic,1959
nm1098819,Coco Moodysson,1970
nm1098834,João Moreira Salles,1962
nm10988464,Jammeh Diangana,
nm1098869,Stéphane Moucha,
nm10988713,Chi-Ying Kao,
nm1098902,Marcelo Müller,
nm10989188,Dafei Zhuang,2001
nm1098924,Al Music,
nm10989276,Vishnu Besi,
nm1098947,Bibi Naceri,
nm1098956,Franck Nakache,
nm1098991,Yôko Natsuki,1952
nm1099045,Yûya Nishikawa,
nm10990471,Sevval Balkan,
nm10990620,Dina Silva,1990
nm10990649,Matías Recalt,2001
nm1099067,Flemming Nordkrog,
nm10990671,Charle,
nm10990690,Lander Errasti,
nm10991167,David Andersson,
nm10991290,Kim Joo-Hyung,
nm10991519,Liocha Mirzabekiantz,
nm1099162,Dione Orrom,
nm1099171,Shûgo Oshinari,1981
nm1099179,Yachiyo Ôtori,1933
nm1099188,Julian Ovenden,1976
nm10992045,Ben Liu,
nm10992049,Aditya Grover,
nm1099206,Christine Paillard,
nm1099235,Sheena Parikh,
nm10992666,Xamã,
nm10992702,Ben Soebiakto,
nm1099293,Ivan Pecnik,1966
nm10992947,Hiroto Yamada,
nm10993118,Przemyslaw Przestrzelski,1995
nm10993194,Tao Wang,
nm10993657,Orçun Babak,
nm10993763,Shana Mathai,
nm1099385,Marie-Claude Pietragalla,1963
nm1099391,Albert Pilette,
nm1099396,Renata Pinheiro,1970
nm10994058,Romina Arietti,
nm10994059,Rocío Figueroa Sobrero,
nm10994060,Paula Halaban,
nm10994061,Constanza Villarruel,
nm10994062,Sofia Bono Prado,
nm10994063,Vanina Bonelli,
nm1099418,Ego Plum,1975
nm1099421,Gloria Plötzer,
nm10994213,Mária Schumerová,
nm10994241,Austin Larkin,
nm10994242,Claire Lord,
nm10994243,Fergie L. Philippe,
nm10994244,Tess Tregellas,
nm10994245,Rebekah Richin,
nm10994289,Jean Michael Sinisterra Munoz,
nm10994486,Fernando De La Cruz,
nm10994710,Nagra Kautsar Pakusadewo,
nm1099476,Senad Presheva,
nm10994783,Shi Bin Yang,1948
nm10994793,Maude Audet,
nm1099506,Osvaldo Pugliese,1905
nm1099515,Raam Punjabi,
nm10995156,Khanh An Tang,
nm10995157,Hong Chuong Nguyen,
nm10995335,Kauan Ceglio,
nm10995349,Gabriel Gurman,
nm1099544,Nishant Radhakrishnan,
nm1099556,Vijay Raghavendra,1979
nm1099566,Ranjit Raj,
nm10995669,Nando Vázquez,
nm1099572,Anand Ramayya,1972
nm1099597,Radha Ravi,
nm10996279,Louis Peres,
nm10996306,Saya Hirose,
nm1099640,Yannick Renier,1975
nm10996420,Dollar Selmouni,
nm1099647,DJ Revolution,
nm10996621,Hiu Yee Wong,
nm10996623,Lau Ting Kwan,
nm10996624,Wai-Keung Chu,
nm1099663,Anslem Richardson,1975
nm10997727,Snehachandran Ezhikkara,
nm10997803,Lirio Abbate,
nm1099800,Norbert Rutili,
nm1099803,Suzan Yakar Rutkay,1911
nm10998039,Dannia Salsabila,
nm10998040,Carmela van der Kruk,
nm10998041,Ali Seggaf,
nm10998046,Faradita,
nm10998143,Rashmitha Roja,
nm1099816,Christel Röhl,
nm1099824,Clive Sackie,
nm10998554,Chelsea Greenwood,
nm10998586,Yasuhiro Kobayashi,
nm10998638,Ethan Cole,2006
nm1099905,Takashi Sasaki,
nm1099909,Dian Sastrowardoyo,1982
nm10999158,Gonzalo Ventura,
nm1099940,Saviana Scalfi,
nm1099979,Jan Schomburg,1976
nm10999929,Pablo Jimeno,
nm10999930,Raúl Berdones,
nm1100015,Anthony B. McKinley Scruncho,
nm1100028,Vangelis Seitanidis,
nm1100049,Meriem Serbah,
nm1100058,Yul Servo,
nm11000674,Boxie van Gerrisheim,
nm1100070,Banish Shah,
nm1100075,Shaktimaan Talwar,
nm1100079,Sandesh Shandilya,
nm1100082,Shao Kuang Liu,
nm1100105,Eiji Shinba,
nm1100123,Joe Shrapnel,1976
nm11001738,Feliks Zbarskiy,
nm11001755,Mateusz Schmidt,
nm11001758,Karol Kopiec,
nm1100176,Mohini N. Sippy,
nm11001766,Lee Chang-hoon,1980
nm11001822,Oh Hye-won,
nm11001834,Chang-Jo Kim,
nm11001892,Da-Guang,
nm11001976,Maja Campar,
nm11002071,Mei Nie,1987
nm1100221,Snow,1968
nm11002278,Shivani Joshi,
nm11002337,Chanchana Homsap,
nm11002888,Yixin Huang,
nm1100304,Alexandra Staden,1979
nm1100344,Andro Steinborn,1968
nm11003557,Chul-Yong Kim,
nm11003823,Parul Rai,
nm11003872,Ramar,
nm1100421,Taiyô Sugiura,1981
nm1100441,Sulallewan Suxantat,
nm11004601,Athiyan Athirai,
nm11004602,Tenma,
nm11004620,Rajesh Nanaware,
nm11004731,Abun Sungkar,
nm1100487,Ka Tai Cheung,
nm1100488,Taishû Kase,
nm11004958,Niccolò Ferrero,
nm1100521,Tarek,
nm1100545,Gonçalo Galvão Teles,1973
nm1100565,Éric Tessier,
nm11005827,Dun He,
nm1100592,Thierry Thomas,
nm11006116,Dhanashri Rathod,
nm11006117,Mahesh Kumar,
nm11006118,Rajesh Pr Dadu,
nm11006119,Haransh Sharma,
nm11006120,Machindra Gaikwad,
nm11006121,Kanti Chaube,
nm11006122,Sarita Chaube,
nm11006123,Umesh Kamble Bapuji,
nm11006127,Madhuri Kashid,
nm11006167,Ginger O'Toole,
nm11006170,Ankush Prashant More,1996
nm1100624,Franck Tymezuk,
nm11006388,Abhinav Rao,1990
nm1100639,Cindy Tolan,
nm11006397,Jeremy Senez,
nm11006400,Julien Colombani,
nm11006486,Miguel D. Dias,
nm11007233,Pierre Levasseur,
nm1100740,François Tusques,
nm11007423,Ksu,
nm11007511,Morné Strydom,
nm11007513,Aisha Williams,
nm11007678,Ugnė Šiaučiūnaitė,
nm1100774,Dora Vajda,
nm1100853,Jaci Velasquez,1979
nm11008592,Bayalag,
nm11008593,Wenyuan Hou,1990
nm11008594,Tim Huang,1992
nm11008596,Nashi,
nm1100866,Dylan Verrechia,1976
nm11008693,Yosh Yu,1996
nm1100882,Bianca Villar,
nm11008851,Emma Becker,1988
nm11008918,Guru Charan Kodur,
nm11008929,Sravani,
nm1100902,Paromita Vohra,
nm11009079,Babu Hirannayya,
nm11009080,Manjunath Hegde,
nm11009082,Shalini Bhat,
nm11009084,Laxman Chiguvaran,
nm11009086,Raghavendra,
nm11009089,Kaali Prasad,
nm11009091,Gaja,
nm11009136,Marko Plantan,
nm11009169,Yuan Gao,
nm11009308,Yash Eshawari,
nm11009587,Filip Thunberg,
nm11009651,Sofia Merle,
nm11009694,Sankardev,1449
nm11009828,Ioan Tiberiu Dobrica,
nm11010044,Thiago Strassalano,
nm11010068,Zi You Xing Zou,
nm11010396,Bruno Costa,
nm1101141,Xavière,1941
nm1101145,Osman Yagmurdereli,1953
nm1101155,Soseki Yamatoya,
nm1101158,Jie Yan,1982
nm11011614,Manish V Soni,
nm1101171,Kyung-bo Yeo,
nm11011766,Sergey Safronov,1981
nm11012045,Kannan Mohan,
nm1101208,Isabelle Zanotti,
nm11012147,Victoria Mas,
nm11012242,Benjamin Lesieur,
nm11012243,Marco Locatelli,
nm11012517,Ramon Brant,
nm11012518,Iuri Alvarenga,
nm11012519,Juliana Espíndola,
nm11012997,María Ramos Mouhoub,
nm11013222,Amal Mustafa,
nm1101330,Tomas Åhnstrand,
nm1101332,Josefin Åsberg,1974
nm1101339,Pål Øie,1961
nm11013745,Omri Levi,
nm11013770,Nicholas Ralph,1990
nm1101378,Nikolai Arsky,1903
nm1101381,Ash Christian,1985
nm1101388,Julian Ayer,
nm11014018,An Ogawa,
nm11014109,María Carolina Estrada,
nm11014124,Miyu Sakihi,1991
nm11014265,Hugo Balaguer,
nm11014638,Deo Dela Cruz,
nm11014639,Weiszsa Gomez,
nm1101491,Andrés Bustamante,1959
nm11014936,Julien Salban Crema,
nm1101508,Mathéo Capelli,
nm1101510,Harry Capri,
nm11015122,Jialing Sun,
nm11015143,Maeve Metelka,1998
nm11015440,Jung Joon-won,1988
nm11015598,Grandbrothers,
nm11015991,Jocelyne Saucier,
nm1101619,Lantz Douglas,
nm11016568,Marc Demais,
nm1101674,Andrew Fried,1976
nm1101677,Jun Fukuyama,1978
nm1101702,Charlton George,
nm1101708,Julián Gil,1970
nm1101713,Eric Godon,1959
nm11017625,Chandu Gowda,
nm11017692,Michaela Sasner,
nm1101782,Ling Hu,
nm1101802,Daniel Janks,1977
nm1101822,Kyoji Kamui,
nm11018281,Saner Ayar,1971
nm1101834,Takashi Kawamura,
nm1101851,Eiki Kitamura,
nm11018632,Haridhass S.,
nm11018713,Veeraj Rao,
nm11019020,Zachary Évrard,
nm1101906,Carlos Leyes,
nm1101910,Chuck Liddell,1969
nm11019238,Husain Akef,
nm11019239,Ilin Deyato,
nm11019240,Muhammad Abul-Suood,
nm11019241,Ibrahim Awadh,
nm11019243,Muhammad Darwish,
nm11019396,Kaiu Shirai,
nm1101968,Sebastián Martínez,1983
nm1101975,Naoki Matsuda,1971
nm11019811,Chaudhary Manikk,
nm11019815,Preeti Singh,
nm11019848,Yan Wang,
nm11019972,Xinyu Ye,
nm11019982,Nazbiike Aidarova,
nm1102001,Jones Melo,1946
nm1102013,Murphy Michaels,
nm11020131,Lorenzo Ciorcalo,
nm1102019,Paulo Miklos,1959
nm11020343,Sergey Adonyev,
nm11020450,Antônio Benício,
nm11020579,Ying Shang,
nm1102069,Steve Notario,
nm11021164,Joey Nicotra,
nm1102191,Takumi Saitô,1981
nm11021927,Malgorzata Jasinowska,
nm11021936,G.R. Surendarnath,
nm1102198,Eivind Sander,
nm11022428,Aparna Mendies,
nm1102243,Tomoyuki Shimura,1963
nm1102248,Andy Silas,
nm1102286,Will Stoer,
nm11022867,Cenk Özçelik,
nm1102296,Yûji Suzuki,
nm1102301,Tetsushi Tanaka,1966
nm1102326,Gino Turini,1927
nm11023337,Alice Ritz,
nm11023381,Takuro Osada,
nm1102348,Sonam Wangmo,
nm11023639,Kim Han-Gyul,1985
nm11023803,Sara Fuchs,
nm11024075,Vilius Sukonas,
nm11024076,Gabriele Miseviciute,
nm1102432,Enny Beatrice,
nm11024356,Genie Argiris,
nm11024367,Julian Wittmann,
nm11024432,Mehmet Eroglu,
nm11024772,Almira Tursyn,
nm1102494,Li-Yun Chen,
nm1102543,Leona Devine,
nm11025519,Joe Kanda,
nm1102557,Claire Driver,
nm1102577,Elle Fanning,1998
nm11025887,Margherita Pantaleo,
nm11025935,Ralph Lawson,
nm1102596,Andrea Frigerio,1961
nm11025986,Milla Di Paolo,
nm11025989,Zach Coreia,
nm11026001,Erin Fourie,
nm11026002,Liesl Coppin,
nm11026007,Frank Graham,
nm11026045,Jonathan Ehren Groff,
nm11026400,Charles Nishikawa,
nm11026429,Vincent L. Asis,
nm1102650,Shelby Hofer,
nm1102659,Miwako Ichikawa,1976
nm11026689,Roland Plantin,
nm1102685,Keiko Kuni,
nm11026965,Selin Eren Sahin,
nm1102715,Gabrielle Lopes,
nm11027309,Neji Kanaweti,
nm11027502,John Wolfe,
nm11027597,Corinne Hayat,
nm11028161,Ilyas Yesenberlin,
nm11028206,Ieesya Isandra,
nm11028453,Alamgir Duke Iqbal,
nm1102847,Maria Reis,
nm11028493,Anumod Bose,
nm11028494,P.G. Prageesh,
nm11029299,Pietro Pescara,
nm11029300,Jennifer Brokshi,
nm11029421,Amadeusz Kocan,1994
nm11029422,Damian Ziembinski,
nm11029423,Pawel Kaszkowiak,
nm11029424,Dariusz Walus,
nm11029425,Michal Golkowski,
nm11029426,Angelika Przybylek,
nm11029427,Bartosz Wabno,1996
nm11029428,Alan Bucki,1986
nm11029832,Javier Martos,
nm11029869,Vladimir Gartsunov,1993
nm1103014,Lyne Chénier,
nm11030246,Hernán Garza V.,
nm1103077,Martin Sacha,1975
nm11030967,Jason Zhang,
nm11031228,Mathis Sonzogni,
nm1103123,Marcelo Gomes,1963
nm1103129,Jun'ichi Mori,1967
nm1103136,Jong-Hyuk Lee,
nm1103147,Igor Mirkovic,1965
nm11031494,Suzy Bemba,2000
nm1103162,Tim Story,1970
nm11031796,Sana Jafri,
nm11031884,Anu Rangachar,
nm11031987,Yitong Liu,
nm11032746,Han-Cheol Jung,
nm11032750,Yoon-oh Kim,
nm11032812,Aniya Langston,
nm1103291,Andrew Conder,
nm11033149,Matthew Bailey,
nm1103343,Holger Fleig,1973
nm1103355,David Garbett,
nm11033683,Tea Harcevic,
nm11033846,Omar Ba,
nm11033847,Kaoru Egushi,
nm11033863,Matej Sivakov,
nm11033864,Aleksandar Nichovski,
nm11033894,Piotr Napierala,1998
nm1103398,Steve Hutensky,
nm11034444,Bo-Mook Kim,
nm11034494,Min Kyung-eun,
nm11034515,Soo-Bong Han,
nm11034552,Heo5Pa6,
nm11034556,Krí Schafer,
nm11034565,Asma Messaoudene,
nm11034567,Eric Nantchouang,
nm1103482,Joe Maples,
nm11035081,Appalacharya,
nm11035317,Mi-Young Hwang,
nm11035821,Anaïde Rozam,
nm11036324,Greta Melicher,
nm11036353,Sergei Goroshko,1997
nm11036509,Yuri Ehara,
nm11036573,Han Sa-myung,
nm11036655,Jae-Ik Lee,
nm11036676,Kim Chul-moo,1974
nm11036800,Im Sung Eon,
nm11037018,Ugne Rimaviciute,
nm11037059,Karina Hyland,
nm11037223,Abdulhalim El-Qalawi,
nm11037388,John D. Michaels,
nm11037594,Faiz Vishal,
nm1103773,Richard Lasser,
nm11037837,Wang Ren,
nm11037983,Liu Chun,
nm1103805,Zoran Tomic,
nm11038080,Madame de Tissot,
nm11038482,Ilya Andrus,1989
nm11038959,Laura Fernández,
nm11038960,Bogdan Florin Guilescu,
nm11039134,Rafael Clavijo,
nm1103979,Pablo Sala,1969
nm11039874,Selim Arjoun,
nm11040181,Katerina Kazantzis,
nm11040184,Christos Kyriakou,
nm11040186,Nicholas Constantinou,
nm11040187,Panayiotis Chrysostomou,
nm11040188,Andreas Karyofilis,
nm11040236,Eslam Al-Awadi,
nm11040318,Faye Lorenzo,1996
nm11040446,Harpreet Bains,
nm11040519,Isabela Palópoli,
nm1104060,Naoko Harada,
nm1104073,Jong-ho Lee,
nm1104075,Marko Leino,1967
nm1104077,Feng Li,
nm11040771,Chi Sadashivaiah,
nm11040872,Kristen Mulderig,
nm1104115,Flávio de Souza,1955
nm1104118,Kim Ki-duk,1960
nm11041184,Olena Lesnikova,
nm1104131,Danny McBride,1976
nm11041398,Iann Dior,
nm11041408,Gabriela Correa,
nm11041462,Mhack Morales,
nm11041852,Liam Hogan,
nm11041861,Hoa Thanh,
nm11041862,Khanh Ngoc Mai,
nm11041863,Pompatama,
nm11041864,Trang Le,
nm11041865,Tuan Voi,
nm11041919,Yun-Cheung Kong,
nm11041944,Ellie Frankel,
nm11042165,Marko Marjanovic Marincic,
nm11042327,Lee Rang-seo,1994
nm11042402,Dhuha Amir,
nm11042405,Fathiyyah El-Meligi,
nm11042408,Nadeem Siddiqui,1997
nm11042425,Hye-Jung Jo,
nm11042426,Joo-Hee Lee,
nm11042527,Jack Robert Ritchie,
nm1104270,James Ward,
nm11042781,Malysone Bovorasmy,
nm11042810,Maya Vanderbeque,
nm11042830,Park Se-jin,1996
nm11042869,Augustin Reynes,
nm11043330,Ying Liu,
nm11043376,Weary Pines,
nm1104340,Yûichi Satô,1962
nm11043507,Tong Linkai,
nm11043605,Yoni Naranjo,
nm11043606,Leudys Naranjo,
nm11043933,Keiko Ikezaki,
nm11043938,Kenta Maeda,
nm11044049,Qiming Fei,
nm11044056,Moon Hyung-joo,
nm11044064,Se-hee Kim,
nm11044230,No Seul-gi,
nm11044402,C. Kalyan,
nm11044461,Kim Do-yeob,
nm11044742,Cheluvaraj,
nm1104476,James Bladon,
nm11044861,Sara Matteucci,
nm11045015,Tolga Aydin,
nm11045023,Kyoung-Il Jung,
nm1104504,Shengqi Chen,
nm11045112,Ibrahim 'Facher' Dramé,
nm1104557,Memduh Alpar,1902
nm1104562,Thomas Anargyros,
nm1104567,Chikahiro Ando,
nm11045699,Edson Pimentel,
nm1104579,Aadesh K. Arjun,
nm1104592,Mati Atlas,1974
nm1104594,Kin-Yee Au,
nm1104606,William Azoulay,
nm11046061,Nguyen Vinh Phuc,
nm1104624,Leandro Baldemor,
nm1104652,Jean-Baptiste Beaudoin,
nm1104656,Anastasiya Bedredinova,1924
nm11046764,Artur Volpi,
nm11046790,Duy Joseph,
nm11046994,Ravindra Sahu,
nm11046998,Fabian Arnold,1996
nm11047119,Jan Pieter Geersing,
nm1104715,Philipp Blaubach,
nm1104740,Merete Boström,1967
nm1104838,Katja Cavagnac,1937
nm1104850,Harris Charalambous,
nm1104866,Chun-ji Choi,
nm11048709,Hyeong-woo Jo,
nm11048879,Alvin Witarsa,
nm1104900,Lucie Conrad,
nm1104944,Heitor Dhalia,1970
nm1104947,Esma Daniel,1969
